Year,Month,Day,DayOfWeek,YearOfEra,DayOfYear,Open,High,Low,Close,AdjustedClose,Volume
2021,5,4,Tuesday,2021,124,138.0593,140.1434,137.9828,139.3403,129.6131,6642623
2021,5,5,Wednesday,2021,125,139.522,139.522,138.5946,138.8336,129.1417,5229895
2021,5,6,Thursday,2021,126,138.8719,141.979,138.7954,141.8929,131.9874,7848661
2021,5,7,Friday,2021,127,139.5029,139.7132,138.2122,139.0631,130.8005,7325661
2021,5,10,Monday,2021,130,139.3881,141.8547,139.3881,139.7419,131.4389,7304636
2021,5,11,Tuesday,2021,131,138.6138,138.805,136.6157,137.8776,129.6855,7454214
2021,5,12,Wednesday,2021,132,137.5143,137.8107,134.9331,135.086,127.0597,6233742
2021,5,13,Thursday,2021,133,135.2294,138.5277,135.0669,137.8298,129.6405,4807207
2021,5,14,Friday,2021,134,138.7285,139.283,137.6291,138.3174,130.0991,2873780
2021,5,17,Monday,2021,137,138.088,139.3881,137.9828,138.7285,130.4857,4471755
2021,5,18,Tuesday,2021,138,138.413,138.9101,136.9312,137.5813,129.4067,4000009
2021,5,19,Wednesday,2021,139,136.0612,136.9025,134.7227,136.8929,128.7592,4498532
2021,5,20,Thursday,2021,140,136.826,138.5373,135.9082,137.5526,129.3797,4301675
2021,5,21,Friday,2021,141,137.935,139.2925,137.935,138.3748,130.153,4219041
2021,5,24,Monday,2021,144,138.6807,138.9962,137.8394,138.3556,130.135,3449290
2021,5,25,Tuesday,2021,145,138.5468,138.6233,136.9025,137.4665,129.2988,4118311
2021,5,26,Wednesday,2021,146,137.1893,137.6577,136.7495,137.0746,128.9301,3225655
2021,5,27,Thursday,2021,147,137.4952,138.4034,137.3136,137.4952,129.3258,5889294
2021,5,28,Friday,2021,148,137.8681,137.9828,137.1797,137.4187,129.2538,2651192
2021,6,1,Tuesday,2021,152,138.6233,139.4168,137.4283,137.849,129.6585,2528705
2021,6,2,Wednesday,2021,153,138.26,139.3403,137.7725,139.3117,131.0343,2915097
2021,6,3,Thursday,2021,154,138.5373,139.4646,137.7056,139.1491,130.8814,4320608
2021,6,4,Friday,2021,155,139.5793,141.0612,139.3499,140.9369,132.5629,3261323
2021,6,7,Monday,2021,158,141.0612,142.1989,140.6979,141.5105,133.1025,3621984
2021,6,8,Tuesday,2021,159,141.6061,143.5946,141.6061,142.5143,134.0467,5313785
2021,6,9,Wednesday,2021,160,142.4761,144.4264,142.2753,144.044,135.4854,5547252
2021,6,10,Thursday,2021,161,144.8088,146.1185,143.174,143.9197,135.3685,4977391
2021,6,11,Friday,2021,162,143.8145,145.1721,143.7572,144.6272,136.0339,3596462
2021,6,14,Monday,2021,165,144.0822,144.3881,142.1224,143.4321,134.9099,3498661
2021,6,15,Tuesday,2021,166,143.26,143.3174,142.065,142.7916,134.3074,2628912
2021,6,16,Wednesday,2021,167,143.174,143.174,140.7457,141.3289,132.9316,4057329
2021,6,17,Thursday,2021,168,141.0612,141.5488,138.891,139.1969,130.9264,4568300
2021,6,18,Friday,2021,169,138.1262,138.3174,136.7495,136.826,128.6963,9577699
2021,6,21,Monday,2021,172,137.7725,140.6023,137.7247,140.2008,131.8705,4482633
2021,6,22,Tuesday,2021,173,140.0765,140.3537,138.9579,139.9235,131.6098,2549102
2021,6,23,Wednesday,2021,174,139.9904,140.0574,138.2122,138.2505,130.0361,3349920
2021,6,24,Thursday,2021,175,139.3881,139.761,138.327,139.044,130.7825,3775746
2021,6,25,Friday,2021,176,138.9866,140.4684,138.5755,140.3824,132.0414,3759533
2021,6,28,Monday,2021,179,140.5449,140.8222,138.5373,138.9006,130.6476,4067789
2021,6,29,Tuesday,2021,180,138.8719,140.2868,138.7189,139.1491,130.8814,2540211
2021,6,30,Wednesday,2021,181,138.7476,140.4684,138.3461,140.1434,131.8166,3394375
2021,7,1,Thursday,2021,182,140.4971,141.0134,140.1243,140.3824,132.0414,2809661
2021,7,2,Friday,2021,183,140.4493,140.4876,133.327,133.8623,125.9087,17584515
2021,7,6,Tuesday,2021,187,133.8336,134.2447,131.0707,132.6769,124.7937,8466010
2021,7,7,Wednesday,2021,188,132.6577,134.1587,132.6577,133.6711,125.7289,4246446
2021,7,8,Thursday,2021,189,131.7208,135.0956,131.6061,134.5507,126.5562,5739820
2021,7,9,Friday,2021,190,135.2294,135.7361,134.6463,135.2964,127.2575,4083689
2021,7,12,Monday,2021,193,135.2103,135.717,133.9579,134.7227,126.718,3496360
2021,7,13,Tuesday,2021,194,134.7227,134.7227,133.4895,134.1109,126.1425,3309858
2021,7,14,Wednesday,2021,195,134.5316,134.5602,132.8203,133.6711,125.7289,4606061
2021,7,15,Thursday,2021,196,133.1931,134.283,132.696,134.2734,126.2954,3807126
2021,7,16,Friday,2021,197,134.7992,134.7992,132.4952,132.7916,124.9016,4298328
2021,7,19,Monday,2021,200,130.4493,132.3996,130.2199,131.8547,124.0204,8977086
2021,7,20,Tuesday,2021,201,136.7113,138.5468,132.6004,133.8145,125.8638,14237838
2021,7,21,Wednesday,2021,202,133.8145,135.1721,133.5086,135.086,127.0597,5024984
2021,7,22,Thursday,2021,203,135.4302,135.5736,134.2352,134.522,126.5292,3466653
2021,7,23,Friday,2021,204,134.761,135.4684,134.1587,135.1243,127.0957,4680013
2021,7,26,Monday,2021,207,135.1721,136.7113,134.9235,136.4914,128.3816,4441630
2021,7,27,Tuesday,2021,208,136.2619,137.3231,135.3728,136.4723,128.3636,3281302
2021,7,28,Wednesday,2021,209,136.7208,136.8069,135.4111,135.5354,127.4823,2660815
2021,7,29,Thursday,2021,210,136.0707,136.673,135.3728,135.6883,127.6262,2793761
2021,7,30,Friday,2021,211,135.2964,135.6119,134.5985,134.761,126.754,3698238
2021,8,2,Monday,2021,214,135.2294,136.7686,134.8279,135.2008,127.1676,3064257
2021,8,3,Tuesday,2021,215,135.6597,138.3365,135.4207,137.7342,129.5506,4272596
2021,8,4,Wednesday,2021,216,137.4761,137.8394,136.2046,136.4818,128.3726,2960285
2021,8,5,Thursday,2021,217,136.74,137.1033,135.9656,136.4914,128.3816,2884240
2021,8,6,Friday,2021,218,136.7113,138.0401,136.6061,137.7533,129.5685,4002833
2021,8,9,Monday,2021,221,135.9465,136.2333,134.7706,135.0382,128.4771,5129689
2021,8,10,Tuesday,2021,222,135,135.5736,134.1683,135.1625,128.5953,5543695
2021,8,11,Wednesday,2021,223,135.5449,136.4914,135.2773,135.8795,129.2775,4455960
2021,8,12,Thursday,2021,224,136.0038,136.8547,135.8317,136.7782,130.1325,2184780
2021,8,13,Friday,2021,225,136.3671,137.2658,136.1759,136.8834,130.2325,1997965
2021,8,16,Monday,2021,228,136.9312,137.4187,135.9751,137.2753,130.6054,2913319
2021,8,17,Tuesday,2021,229,136.7113,136.8642,134.8853,136.1568,129.5413,3215195
2021,8,18,Wednesday,2021,230,135.4398,135.6788,133.26,133.3365,126.858,3672192
2021,8,19,Thursday,2021,231,132.5908,133.3174,131.1759,131.9503,125.5391,4351465
2021,8,20,Friday,2021,232,131.6826,133.2505,131.2333,132.9924,126.5306,2780059
2021,8,23,Monday,2021,235,133.4799,133.9866,132.696,133.4799,126.9945,3179422
2021,8,24,Tuesday,2021,236,133.6329,134.0631,133.1931,133.6902,127.1946,2474418
2021,8,25,Wednesday,2021,237,133.7667,134.608,133.327,133.7094,127.2128,2105389
2021,8,26,Thursday,2021,238,133.8145,134.608,132.6099,132.6769,126.2304,2613640
2021,8,27,Friday,2021,239,132.6099,133.4512,132.3136,133.2792,126.8034,2572637
2021,8,30,Monday,2021,242,133.3652,133.7285,132.7151,132.8585,126.4032,2087293
2021,8,31,Tuesday,2021,243,133.4034,134.7419,132.8394,134.1683,127.6494,4429915
2021,9,1,Wednesday,2021,244,133.8241,133.9101,133.0688,133.174,126.7034,2588327
2021,9,2,Thursday,2021,245,133.5755,133.891,132.9159,133.8528,127.3492,2840413
2021,9,3,Friday,2021,246,133.5373,134.2925,133.174,133.4417,126.9581,2009575
2021,9,7,Tuesday,2021,250,133.5086,133.6424,131.7017,131.9885,125.5755,3436110
2021,9,8,Wednesday,2021,251,132.065,132.9732,131.5488,132.5717,126.1304,3122728
2021,9,9,Thursday,2021,252,131.7878,132.849,131.5105,131.6826,125.2845,3669682
2021,9,10,Friday,2021,253,132.7151,133.2409,130.9751,130.9943,124.6296,4157955
2021,9,13,Monday,2021,256,132.3136,132.8776,131.4627,132.0746,125.6574,4334729
2021,9,14,Tuesday,2021,257,132.3136,132.4761,129.3881,130.2294,123.9019,4659198
2021,9,15,Wednesday,2021,258,130.2294,131.74,129.7036,131.1664,124.7933,3403579
2021,9,16,Thursday,2021,259,131.2428,131.8834,129.7419,130.4302,124.0929,2765624
2021,9,17,Friday,2021,260,129.7801,129.9426,129.1109,129.283,123.0014,5890340
2021,9,20,Monday,2021,263,128.0115,129.2352,126.9407,128.4034,122.1646,4990152
2021,9,21,Tuesday,2021,264,129.1683,129.6845,127.0937,127.1224,120.9458,4261927
2021,9,22,Wednesday,2021,265,127.8394,129.4168,127.6004,128.7094,122.4557,3767901
2021,9,23,Thursday,2021,266,129.3021,131.3767,129.0918,130.717,124.3658,3151807
2021,9,24,Friday,2021,267,131.0038,132.3901,130.7361,131.4436,125.0571,3100762
2021,9,27,Monday,2021,270,131.8929,132.9541,131.434,132.4665,126.0303,3459017
2021,9,28,Tuesday,2021,271,133.0497,133.5468,131.1759,131.4245,125.0389,4513072
2021,9,29,Wednesday,2021,272,131.673,133.7763,130.4398,133.0593,126.5942,3947499
2021,9,30,Thursday,2021,273,133.8432,134.3881,132.4092,132.8203,126.3669,6090230
2021,10,1,Friday,2021,274,134.7992,137.6386,134.1969,137.0172,130.3599,6907889
2021,10,4,Monday,2021,277,136.4627,139.5793,136.0899,137.7725,131.0784,7689251
2021,10,5,Tuesday,2021,278,138.3843,138.6233,136.3671,136.8547,130.2053,7297524
2021,10,6,Wednesday,2021,279,136.2141,137.065,134.6941,136.0994,129.4867,5573506
2021,10,7,Thursday,2021,280,136.4532,137.0937,135.3059,135.5736,128.9864,3999695
2021,10,8,Friday,2021,281,135.5736,137.3327,134.847,136.9216,130.2689,3902940
2021,10,11,Monday,2021,284,137.1893,137.7438,136.1377,136.1664,129.5503,2921792
2021,10,12,Tuesday,2021,285,135.956,136.0421,134.13,134.2925,127.7676,3293436
2021,10,13,Wednesday,2021,286,134.3403,135.1912,133.5182,134.5698,128.0314,3013003
2021,10,14,Thursday,2021,287,134.8375,137.5908,134.8088,137.0841,130.4235,4410668
2021,10,15,Friday,2021,288,137.0841,138.4799,136.5105,138.2505,131.5332,3371049
2021,10,18,Monday,2021,291,137.6673,138.566,135.5258,136.0612,129.4503,6437189
2021,10,19,Tuesday,2021,292,134.8757,136.6539,134.3403,135.7361,129.1411,4539117
2021,10,20,Wednesday,2021,293,135.4493,135.9465,134.5124,135.6597,129.0683,6474008
2021,10,21,Thursday,2021,294,127.6386,127.8394,122.4665,122.6864,116.7254,32913959
2021,10,22,Friday,2021,295,122.4187,124.522,121.0421,122.2562,116.3161,12114981
2021,10,25,Monday,2021,298,121.9216,122.9924,121.3576,122.0268,116.0978,6667204
2021,10,26,Tuesday,2021,299,121.912,122.6577,121.1855,121.5392,115.6339,8912861
2021,10,27,Wednesday,2021,300,121.8356,122.2562,119.5124,119.6654,113.8511,7294176
2021,10,28,Thursday,2021,301,119.6654,120.7553,119.1396,120.3059,114.4605,6802138
2021,10,29,Friday,2021,302,119.914,120.7648,119.4168,119.5985,113.7875,6188973
2021,11,1,Monday,2021,305,119.5507,120.7553,118.3939,120.7266,114.8608,6177153
2021,11,2,Tuesday,2021,306,120.7457,121.5774,119.4168,120.631,114.7698,4722062
2021,11,3,Wednesday,2021,307,120.6788,121.6922,120.153,121.5392,115.6339,5670784
2021,11,4,Thursday,2021,308,123.05,123.34,119.9,120.85,114.9782,7208700
2021,11,5,Friday,2021,309,121.43,123.77,121.43,123.61,117.6041,6790500
2021,11,8,Monday,2021,312,123.99,124.78,123.53,124.54,118.4889,5625300
2021,11,9,Tuesday,2021,313,122.56,122.9,120.26,120.85,116.5125,7236600
2021,11,10,Wednesday,2021,314,121,122.43,119.93,120.22,115.9051,6270300
2021,11,11,Thursday,2021,315,120.9,121.79,120.08,120.27,115.9533,4643300
2021,11,12,Friday,2021,316,120,120.64,118.78,118.96,114.6903,5418300
2021,11,15,Monday,2021,319,119.54,120.16,118.31,118.87,114.6036,5046300
2021,11,16,Tuesday,2021,320,118.92,119.9,118.42,118.46,114.2083,4750800
2021,11,17,Wednesday,2021,321,118.38,119.33,117.78,118.06,113.8226,4043300
2021,11,18,Thursday,2021,322,118.36,118.36,116.31,116.66,112.4729,5046900
2021,11,19,Friday,2021,323,116.49,116.56,115.27,116.05,111.8848,5380200
2021,11,22,Monday,2021,326,116,118.81,115.19,116.47,112.2897,6416200
2021,11,23,Tuesday,2021,327,116.79,117.94,116.04,116.79,112.5982,4912800
2021,11,24,Wednesday,2021,328,116.16,117.27,116.08,116.73,112.5404,3220800
2021,11,26,Friday,2021,330,115,116.34,114.56,115.81,111.6534,3322000
2021,11,29,Monday,2021,333,118.62,119.61,117.53,118.5,114.2468,8949800
2021,11,30,Tuesday,2021,334,117.5,119.24,116.45,117.1,112.8971,9252700
2021,12,1,Wednesday,2021,335,118.25,118.93,116.85,116.92,112.7235,5958300
2021,12,2,Thursday,2021,336,117.37,117.98,116.56,116.9,112.7043,5267100
2021,12,3,Friday,2021,337,117.36,119.36,117.36,118.84,114.5746,6630100
2021,12,6,Monday,2021,340,119.4,121.15,119.4,119.91,115.6062,4785600
2021,12,7,Tuesday,2021,341,120.48,122.08,120.07,121.58,117.2163,5194000
2021,12,8,Wednesday,2021,342,122,123.38,121.52,123.02,118.6046,5483900
2021,12,9,Thursday,2021,343,122.15,123.95,121.79,123.57,119.1348,4601100
2021,12,10,Friday,2021,344,124.3,125.33,123.36,124.09,119.6362,4966900
2021,12,13,Monday,2021,347,123.76,124.36,120.79,122.58,118.1804,6847500
2021,12,14,Tuesday,2021,348,122.35,125.03,122.3,123.76,119.318,5716100
2021,12,15,Wednesday,2021,349,123.8,124.82,122.18,123.11,118.6914,4990000
2021,12,16,Thursday,2021,350,123.51,126.64,123.48,125.93,121.4101,7280500
2021,12,17,Friday,2021,351,125.87,128.64,125.21,127.4,122.8274,10379000
2021,12,20,Monday,2021,354,125.72,127.2,124.7,127.06,122.4996,4941400
2021,12,21,Tuesday,2021,355,127.66,129.34,127.66,128.97,124.341,4856000
2021,12,22,Wednesday,2021,356,129.06,129.79,127.6,129.75,125.093,3923200
2021,12,23,Thursday,2021,357,130,130.96,129.52,130.63,125.9415,3649000
2021,12,27,Monday,2021,361,130.63,131.65,129.95,131.62,126.8959,4293900
2021,12,28,Tuesday,2021,362,131.6,133.22,131.59,132.63,127.8697,3445200
2021,12,29,Wednesday,2021,363,132.4,134.21,132.3,133.35,128.5638,4239900
2021,12,30,Thursday,2021,364,133.75,134.37,133.33,133.91,129.1037,3158100
2021,12,31,Friday,2021,365,134,134.99,133.61,133.66,128.8627,3362100
2022,1,3,Monday,2022,3,134.07,136.29,133.63,136.04,131.1573,4605900
2022,1,4,Tuesday,2022,4,136.1,139.95,135.9,138.02,133.0662,7300000
2022,1,5,Wednesday,2022,5,138.31,142.2,137.88,138.22,133.259,8956900
2022,1,6,Thursday,2022,6,138.2,138.41,132.51,135.34,130.4824,9908100
2022,1,7,Friday,2022,7,134.9,135.66,133.51,134.83,129.9907,5238100
2022,1,10,Monday,2022,10,134.47,136.2,133.38,135.03,130.1835,5432800
2022,1,11,Tuesday,2022,11,130.52,133.25,127.97,132.87,128.1011,11105300
2022,1,12,Wednesday,2022,12,133.25,134.47,131.37,133.59,128.7952,5352000
2022,1,13,Thursday,2022,13,133.9,136.05,133.56,134.76,129.9232,4868300
2022,1,14,Friday,2022,14,134.55,135.14,133.3,134.21,129.393,5310300
2022,1,18,Tuesday,2022,18,132.95,133.89,131.78,132.94,128.1685,5246700
2022,1,19,Wednesday,2022,19,132.9,133.9,131.5,131.58,126.8574,4103700
2022,1,20,Thursday,2022,20,131.26,132.88,130.57,130.82,126.1246,5278200
2022,1,21,Friday,2022,21,131.65,131.87,129.27,129.35,124.7074,5907000
2022,1,24,Monday,2022,24,127.99,129.15,124.19,128.82,124.1964,13484000
2022,1,25,Tuesday,2022,25,129.14,137.34,128.3,136.1,131.2151,19715700
2022,1,26,Wednesday,2022,26,136.47,137.07,133.13,134.26,129.4412,8336000
2022,1,27,Thursday,2022,27,133.66,134.75,132.08,132.52,127.7636,5497300
2022,1,28,Friday,2022,28,133.19,134.53,131.79,134.5,129.6726,5471500
2022,1,31,Monday,2022,31,134.09,134.09,132.3,133.57,128.7759,5859000
2022,2,1,Tuesday,2022,32,133.76,135.96,132.5,135.53,130.6656,6206400
2022,2,2,Wednesday,2022,33,135.7,137.56,135.26,137.25,132.3238,5357200
2022,2,3,Thursday,2022,34,137,138.76,135.83,137.78,132.8348,6100800
2022,2,4,Friday,2022,35,137.86,138.82,136.22,137.15,132.2274,4142000
2022,2,7,Monday,2022,38,137.45,137.82,136.27,137.24,132.3142,3759000
2022,2,8,Tuesday,2022,39,137.23,137.52,135.78,137.02,132.1021,4181800
2022,2,9,Wednesday,2022,40,137.84,138.35,136.83,137.79,132.8445,5393500
2022,2,10,Thursday,2022,41,135.47,136.56,133.17,133.52,130.2783,5978600
2022,2,11,Friday,2022,42,133.9,134.71,132.38,132.69,129.4685,4176200
2022,2,14,Monday,2022,45,132.59,132.65,129.07,130.15,126.9901,5345300
2022,2,15,Tuesday,2022,46,130.64,131.68,129.61,129.94,126.7852,4394000
2022,2,16,Wednesday,2022,47,129.45,130.44,128.26,129.18,126.0437,4875600
2022,2,17,Thursday,2022,48,128.05,128.5,124.85,124.97,121.9359,6797000
2022,2,18,Friday,2022,49,124.94,125.44,123.61,124.35,121.331,4609200
2022,2,22,Tuesday,2022,53,124.2,125,122.68,123.92,120.9114,5349700
2022,2,23,Wednesday,2022,54,124.38,124.7,121.87,122.07,119.1063,4086400
2022,2,24,Thursday,2022,55,120,122.1,118.81,121.97,119.0087,6563200
