Year,Month,Day,DayOfWeek,YearOfEra,DayOfYear,Open,High,Low,Close,AdjustedClose,Volume
2022,7,11,Monday,2022,192,145.67,146.64,143.78,144.87,144.669,63141600
2022,7,12,Tuesday,2022,193,145.76,148.45,145.05,145.86,145.6577,77588800
2022,7,13,Wednesday,2022,194,142.99,146.45,142.12,145.49,145.2882,71185600
2022,7,14,Thursday,2022,195,144.08,148.95,143.25,148.47,148.2641,78140700
2022,7,15,Friday,2022,196,149.78,150.86,148.2,150.17,149.9617,76259900
2022,7,18,Monday,2022,199,150.74,151.57,146.7,147.07,146.866,81420900
2022,7,19,Tuesday,2022,200,147.92,151.23,146.91,151,150.7905,82982400
2022,7,20,Wednesday,2022,201,151.12,153.72,150.37,153.04,152.8277,64823400
2022,7,21,Thursday,2022,202,154.5,155.57,151.94,155.35,155.1345,65086600
2022,7,22,Friday,2022,203,155.39,156.28,153.41,154.09,153.8763,66675400
2022,7,25,Monday,2022,206,154.01,155.04,152.28,152.95,152.7378,53623900
2022,7,26,Tuesday,2022,207,152.26,153.09,150.8,151.6,151.3897,55138700
2022,7,27,Wednesday,2022,208,152.58,157.33,152.16,156.79,156.5725,78620700
2022,7,28,Thursday,2022,209,156.98,157.64,154.41,157.35,157.1317,81378700
2022,7,29,Friday,2022,210,161.24,163.63,159.5,162.51,162.2846,101786900
2022,8,1,Monday,2022,213,161.01,163.59,160.89,161.51,161.286,67829400
2022,8,2,Tuesday,2022,214,160.1,162.41,159.63,160.01,159.788,59907000
2022,8,3,Wednesday,2022,215,160.84,166.59,160.75,166.13,165.8996,82507500
2022,8,4,Thursday,2022,216,166.01,167.19,164.43,165.81,165.58,55474100
2022,8,5,Friday,2022,217,163.21,165.85,163,165.35,165.35,56697000
2022,8,8,Monday,2022,220,166.37,167.81,164.2,164.87,164.87,60276900
2022,8,9,Tuesday,2022,221,164.02,165.82,163.25,164.92,164.92,63135500
2022,8,10,Wednesday,2022,222,167.68,169.34,166.9,169.24,169.24,70170500
2022,8,11,Thursday,2022,223,170.06,170.99,168.19,168.49,168.49,57149200
2022,8,12,Friday,2022,224,169.82,172.17,169.4,172.1,172.1,68039400
2022,8,15,Monday,2022,227,171.52,173.39,171.35,173.19,173.19,54091700
2022,8,16,Tuesday,2022,228,172.78,173.71,171.66,173.03,173.03,56377100
2022,8,17,Wednesday,2022,229,172.77,176.15,172.57,174.55,174.55,79542000
2022,8,18,Thursday,2022,230,173.75,174.9,173.12,174.15,174.15,62290100
2022,8,19,Friday,2022,231,173.03,173.74,171.31,171.52,171.52,70346300
2022,8,22,Monday,2022,234,169.69,169.86,167.14,167.57,167.57,69026800
2022,8,23,Tuesday,2022,235,167.08,168.71,166.65,167.23,167.23,54147100
2022,8,24,Wednesday,2022,236,167.32,168.11,166.25,167.53,167.53,53841500
2022,8,25,Thursday,2022,237,168.78,170.14,168.35,170.03,170.03,51218200
2022,8,26,Friday,2022,238,170.57,171.05,163.56,163.62,163.62,78961000
2022,8,29,Monday,2022,241,161.15,162.9,159.82,161.38,161.38,73314000
2022,8,30,Tuesday,2022,242,162.13,162.56,157.72,158.91,158.91,77906200
2022,8,31,Wednesday,2022,243,160.31,160.58,157.14,157.22,157.22,87991100
2022,9,1,Thursday,2022,244,156.64,158.42,154.67,157.96,157.96,74229900
2022,9,2,Friday,2022,245,159.75,160.36,154.97,155.81,155.81,76905200
2022,9,6,Tuesday,2022,249,156.47,157.09,153.69,154.53,154.53,73714800
2022,9,7,Wednesday,2022,250,154.82,156.67,153.61,155.96,155.96,87449600
2022,9,8,Thursday,2022,251,154.64,156.36,152.68,154.46,154.46,84923800
2022,9,9,Friday,2022,252,155.47,157.82,154.75,157.37,157.37,68028800
2022,9,12,Monday,2022,255,159.59,164.26,159.3,163.43,163.43,104956000
2022,9,13,Tuesday,2022,256,159.9,160.54,153.37,153.84,153.84,122656600
2022,9,14,Wednesday,2022,257,154.79,157.1,153.61,155.31,155.31,87965400
2022,9,15,Thursday,2022,258,154.65,155.24,151.38,152.37,152.37,90481100
2022,9,16,Friday,2022,259,151.21,151.35,148.37,150.7,150.7,162157000
2022,9,19,Monday,2022,262,149.31,154.56,149.1,154.48,154.48,81474200
2022,9,20,Tuesday,2022,263,153.4,158.08,153.08,156.9,156.9,107689800
2022,9,21,Wednesday,2022,264,157.34,158.74,153.6,153.72,153.72,101696800
2022,9,22,Thursday,2022,265,152.38,154.47,150.91,152.74,152.74,86652500
2022,9,23,Friday,2022,266,151.19,151.47,148.56,150.43,150.43,95939200
2022,9,26,Monday,2022,269,149.66,153.77,149.64,150.77,150.77,93339400
2022,9,27,Tuesday,2022,270,152.74,154.72,149.95,151.76,151.76,84442700
2022,9,28,Wednesday,2022,271,147.64,150.64,144.84,149.84,149.84,146514500
